,Flow,max_interpacket_interval,min_interpacket_interval,avg_interpacket_interval,sum_interpacket_interval,max_packet_length,min_packet_length,avg_packet_length,sum_packet_length,mode_packet_length,label
716,67.61.5.229:53012<-->151.100.106.83:443,14.88536500930786,0.0,0.9031840632943546,15.354129076004028,1514,54,403.6111111111111,7265,54,normal
717,167.18.93.43:53013<-->13.226.78.106:443,7.258181810379028,0.0,0.470260813832283,7.524173021316528,1514,54,352.4117647058824,5991,54,normal
718,21.168.170.1:53014<-->72.144.199.231:443,4.265420913696289,0.0,0.8420712386860567,14.315211057662964,571,54,84.05555555555556,1513,54,normal
719,162.53.142.138:53015<-->65.8.246.95:443,4.128196954727173,0.0,0.8340676952810848,14.179150819778442,571,54,84.05555555555556,1513,54,normal
720,34.125.156.164:53016<-->119.15.111.201:443,14.871403932571411,0.0,0.891592404421638,15.157070875167848,1514,54,395.72222222222223,7123,54,normal
721,2.247.133.162:53025<-->236.121.103.16:443,1.579824924468994,0.0,0.1133294741312662,1.699942111968994,1514,54,343.375,5494,54,normal
722,11.204.199.225:53026<-->100.152.83.178:443,9.603846073150637,0.0002069473266601,1.9218996047973635,19.218996047973636,571,54,385.1818181818182,4237,571,normal
723,176.219.175.111:53027<-->89.180.200.152:443,4.912075996398926,0.0,0.3809448778629303,6.095118045806885,1514,54,327.7058823529412,5571,54,normal
724,141.146.107.145:53028<-->33.78.161.115:443,6.282526016235352,0.0,0.4233619372049967,6.350429058074951,1274,54,381.1875,6099,54,normal
725,68.28.11.116:53029<-->213.198.178.203:443,14.885926008224487,0.0,0.8911501800312716,15.149553060531616,1514,54,396.44444444444446,7136,54,normal
726,81.122.126.19:53030<-->191.144.124.67:443,14.87663984298706,0.0,0.8891513628118178,15.115573167800903,1514,54,403.6111111111111,7265,54,normal
727,134.2.186.78:53031<-->83.53.7.158:443,1.9196159839630127,0.0,0.1339019457499186,2.0085291862487797,1514,54,343.25,5492,54,normal
728,27.49.125.248:53032<-->113.63.218.197:443,8.385941982269287,0.0,0.2943302953944486,10.007230043411257,1514,54,675.6285714285714,23647,1514,normal
729,199.3.85.67:53033<-->119.227.209.125:443,9.53093695640564,0.0,0.4098824163277944,9.837177991867064,1464,54,406.72,10168,54,normal
730,150.96.3.208:53034<-->230.39.3.210:443,8.597228050231934,0.0,0.4402420043945312,8.804840087890625,1514,54,438.95238095238096,9218,54,normal
731,146.12.10.202:53035<-->0.103.211.77:443,8.506114959716797,0.0,0.419216235478719,8.8035409450531,1514,54,421.2272727272728,9267,54,normal
732,250.232.237.116:53036<-->49.32.75.13:443,5.474891901016235,0.0,0.0023571880223264,8.738095998764038,1514,54,1271.9137001078748,4716256,1514,normal
733,82.205.20.31:53037<-->42.46.54.119:443,7.74310302734375,0.0,0.1508540490577961,8.749534845352173,1514,54,548.0677966101695,32336,1514,normal
734,203.45.115.146:53038<-->0.128.74.206:443,7.752877950668335,0.0,0.3466882038116455,8.667205095291138,1514,54,425.38461538461536,11060,54,normal
735,201.159.134.175:53039<-->162.49.189.24:443,8.334573030471802,0.0,0.270627811551094,8.66008996963501,1514,54,750.4242424242424,24764,1514,normal
736,253.17.239.53:53040<-->144.38.146.227:443,8.319338083267212,0.0,0.4329757928848267,8.659515857696533,1514,54,424.7142857142857,8919,54,normal
737,223.121.223.148:53041<-->145.61.49.72:443,8.514304876327515,0.0,0.3935919024727561,8.659021854400635,1514,54,497.7826086956522,11449,54,normal
738,254.176.167.54:53042<-->139.3.21.131:443,8.493098020553589,0.0,0.2985563771478061,8.658134937286377,1514,54,617.9666666666667,18539,54,normal
739,143.153.55.227:53043<-->252.42.198.185:443,8.460196018218994,0.0,0.4328340411186218,8.656680822372437,1514,54,410.8571428571428,8628,54,normal
740,50.33.140.46:53044<-->7.205.49.225:443,8.207597017288208,0.0,0.4203461050987244,8.406922101974487,1514,54,372.1428571428572,7815,54,normal
741,10.200.127.103:53045<-->56.19.251.188:443,8.133771896362305,0.0,0.4200927495956421,8.401854991912842,1514,54,372.1904761904762,7816,54,normal
742,253.47.23.160:53046<-->209.90.244.253:443,8.070866107940674,0.0,0.4200532555580139,8.401065111160278,1514,54,375.7619047619048,7891,54,normal
743,176.134.180.76:53047<-->72.129.9.116:443,8.148662805557251,0.0,0.4199728965759277,8.399457931518555,1514,54,374.1428571428572,7857,54,normal
744,150.185.108.95:53048<-->56.49.37.168:443,6.870896816253662,0.0,0.2780061324437459,8.340183973312378,1514,54,362.35483870967744,11233,54,normal
745,36.50.151.252:53049<-->15.98.216.119:443,14.843915939331056,0.0,0.8975028290468103,15.257548093795776,1514,54,395.77777777777777,7124,54,normal
746,135.82.46.16:53050<-->38.214.229.128:443,6.83989405632019,0.0,0.3216920874335549,7.077225923538208,1514,54,362.2608695652174,8332,54,normal
747,161.30.97.212:443<-->100.92.242.106:53051,0.9537959098815918,0.0,0.0377144976095719,1.659437894821167,1464,54,295.8888888888889,13315,54,normal
748,177.44.35.225:53054<-->138.53.55.22:443,4.9272990226745605,0.0,0.376453623175621,6.0232579708099365,1514,54,327.7647058823529,5572,54,normal
749,81.175.223.235:53055<-->176.101.78.149:443,14.87208104133606,0.0,0.8903605236726648,15.136128902435305,1514,54,395.77777777777777,7124,54,normal
750,184.125.170.32:53056<-->75.197.170.119:443,7.830291986465454,0.0,0.3675249489870938,8.085548877716064,1514,54,362.5652173913044,8339,54,normal
751,229.88.148.61:53057<-->4.36.89.27:443,14.87946105003357,0.0,0.8987343451556038,15.278483867645264,1514,54,403.6111111111111,7265,54,normal
752,148.213.199.35:53058<-->193.209.33.12:443,3.7550318241119385,0.0,0.2575400034586588,3.863100051879883,1514,54,343.25,5492,54,normal
753,140.32.100.56:53059<-->106.145.151.53:443,14.876500844955444,0.0,0.8920613457174862,15.165042877197266,1514,54,395.72222222222223,7123,54,normal
754,137.0.253.25:53060<-->89.8.246.166:443,4.911276817321777,0.0,0.3770806193351745,6.033289909362793,1514,54,327.7647058823529,5572,54,normal
755,100.211.91.154:65490<-->157.82.79.92:443,0.327143907546997,0.0,0.0415494963526725,1.3295838832855225,1292,63,226.8181818181818,7485,69,normal
756,111.250.255.130:49705<-->31.200.97.114:443,1.424830198287964,0.0,0.0837409672913728,2.261006116867065,1292,63,174.75,4893,74,normal
757,242.255.209.1:51941<-->230.98.2.206:443,15.015854120254517,0.0,2.679155994087197,1837.901011943817,1292,64,134.02765647743814,92077,75,normal
758,233.38.12.27:53069<-->149.211.221.6:443,3.7281839847564697,0.0,0.2551787853240966,3.82768177986145,1514,54,343.25,5492,54,normal
759,119.154.232.181:53070<-->43.71.23.6:443,14.878781795501707,0.0,0.9472841173410416,15.156545877456663,1514,54,415.11764705882354,7057,54,normal
760,201.104.213.237:53071<-->113.214.96.31:443,14.822620153427124,0.0,0.8952481746673584,15.219218969345093,1514,54,403.6111111111111,7265,54,normal
761,97.145.5.99:53072<-->15.74.72.142:443,4.958119869232178,0.0,0.3770370632410049,6.032593011856079,1514,54,327.7058823529412,5571,54,normal
762,42.164.15.173:53073<-->134.245.20.20:443,8.899044036865234,0.0,0.382189412911733,9.172545909881592,1464,54,397.84,9946,54,normal
763,129.28.220.246:53074<-->210.60.118.171:443,14.81301498413086,0.0,0.9532963782548904,15.252742052078249,1514,54,415.88235294117646,7070,54,normal
764,218.2.165.123:53075<-->32.2.98.176:443,3.637413024902344,0.0,0.2360825091600418,3.777320146560669,1514,54,326.29411764705884,5547,54,normal
765,176.76.87.123:53076<-->96.247.54.226:443,45.00711393356323,0.0,2.859419663747152,60.047812938690186,1274,54,283.09090909090907,6228,54,normal
766,92.214.228.182:53077<-->134.158.76.16:443,45.0025839805603,0.0,2.6102751337963603,60.03632807731629,1274,54,305.1666666666667,7324,54,normal
767,243.51.205.139:53078<-->236.189.11.240:443,1.871600151062012,0.0,0.1285372734069824,1.9280591011047363,1514,54,343.3125,5493,54,normal
768,201.192.200.85:53079<-->14.219.102.43:443,1.5814499855041504,0.0,0.0868222279982133,1.9100890159606931,1514,54,363.1304347826087,8352,54,normal
769,218.68.177.5:53080<-->39.40.138.4:443,1.6597812175750732,0.0,0.0829876505810281,1.9087159633636477,1514,54,350.0833333333333,8402,54,normal
770,238.233.189.209:53081<-->124.121.43.230:443,4.910578966140747,0.0,0.3540195857777315,6.018332958221436,1514,54,312.5,5625,54,normal
771,210.189.23.36:53082<-->53.128.221.144:443,14.86172604560852,0.0,0.9487574398517608,15.180119037628174,1514,54,415.2352941176471,7059,54,normal
772,145.134.127.208:53083<-->117.144.208.122:443,7.67916202545166,0.0,0.1908453383096834,7.824658870697021,1464,54,339.7619047619048,14270,54,normal
773,219.138.245.133:53084<-->252.3.223.87:53,0.02018404006958,0.0001790523529052,0.0066980123519897,0.0535840988159179,97,54,64.44444444444444,580,54,normal
774,224.186.2.73:53085<-->3.215.126.40:53,0.0360019207000732,0.0,0.0081659853458404,0.0653278827667236,137,54,68.88888888888889,620,54,normal
775,223.126.83.110:53086<-->59.218.122.19:443,7.471342086791992,0.0,0.3010450326479398,7.8271708488464355,1514,54,253.33333333333331,6840,54,normal
776,187.107.70.186:53087<-->195.155.189.234:443,7.505648851394653,0.0,0.3525209101763638,7.755460023880005,1360,54,380.60869565217394,8754,54,normal
777,77.230.166.219:53088<-->176.217.247.187:443,14.878418922424316,0.0,0.8918343431809369,15.161183834075928,1514,54,403.6111111111111,7265,54,normal
778,153.152.193.193:53089<-->255.55.22.50:443,3.647149801254273,0.0,0.2507407347361247,3.76111102104187,1514,54,343.25,5492,54,normal
779,132.46.139.112:53090<-->118.92.53.108:443,14.867979049682615,0.0,0.9477355033159256,15.16376805305481,1514,54,415.11764705882354,7057,54,normal
780,143.8.134.100:53099<-->28.95.243.142:443,4.9089531898498535,0.0,0.3548175306881175,6.031898021697998,1514,54,312.44444444444446,5624,54,normal
781,167.235.188.229:443<-->67.131.18.13:53100,9.381103992462158,0.0,0.2130312654707166,9.586406946182253,1464,54,295.67391304347825,13601,54,normal
782,201.246.145.21:53101<-->250.9.139.248:53,0.0102951526641845,0.0,0.0038496255874633,0.030797004699707,105,54,66.22222222222223,596,54,normal
783,106.152.45.250:53102<-->185.23.73.42:53,0.0157229900360107,0.0,0.0052553713321685,0.0420429706573486,138,54,69.88888888888889,629,54,normal
784,137.87.127.8:443<-->111.197.147.235:53103,9.023643016815186,0.0,0.230181473493576,9.207258939743042,1464,54,318.609756097561,13063,54,normal
785,12.231.57.184:53104<-->179.138.180.27:53,0.0144360065460205,0.0002548694610595,0.0053756237030029,0.0430049896240234,112,54,67.77777777777777,610,54,normal
786,81.74.179.8:53105<-->116.227.141.182:53,0.013948917388916,0.0,0.005179226398468,0.0414338111877441,154,54,72.44444444444444,652,54,normal
787,193.244.177.178:443<-->222.5.212.19:53106,8.885465860366821,0.0,0.258406400680542,9.04422402381897,1274,54,264.55555555555554,9524,54,normal
788,49.250.224.62:53107<-->165.3.38.199:443,6.32005500793457,0.0,0.3044663724445161,6.393793821334839,1274,54,294.72727272727275,6484,54,normal
789,161.177.33.60:53108<-->92.15.244.211:443,3.6040987968444815,0.0,0.2481080055236816,3.7216200828552246,1514,54,343.3125,5493,54,normal
790,143.35.83.159:53109<-->157.30.158.193:443,14.844106197357178,0.0,0.955720752477646,15.291532039642334,1514,54,415.1764705882353,7058,54,normal
791,129.191.229.251:53110<-->189.159.47.184:443,14.87708306312561,0.0,0.8916168212890625,15.157485961914062,1514,54,403.6111111111111,7265,54,normal
792,184.124.181.4:53111<-->137.5.156.183:443,4.897241115570068,0.0,0.3546251829932718,6.02862811088562,1514,54,312.44444444444446,5624,54,normal
793,251.103.3.24:53120<-->78.34.91.69:443,45.01205611228943,0.0,9.235663771629332,240.12725806236267,1466,54,325.22222222222223,8781,54,normal
794,165.203.40.140:53121<-->115.187.40.100:443,7.457441091537476,0.0,0.1854739479902314,7.604431867599487,1464,54,289.45238095238096,12157,54,normal
795,62.182.16.234:53122<-->112.225.34.31:443,14.866837978363035,0.0,0.8931739330291748,15.183956861495972,1514,54,395.77777777777777,7124,54,normal
796,2.87.151.237:53123<-->173.31.216.95:443,3.2639360427856445,0.0,0.2057850625779893,3.7041311264038086,1514,54,324.8421052631579,6172,54,normal
797,109.123.213.117:53124<-->87.239.209.228:443,4.962981939315796,0.0,0.3773113787174225,6.03698205947876,1514,54,327.7058823529412,5571,54,normal
798,34.28.63.112:52838<-->116.50.9.250:443,0.0304498672485351,0.0,0.007895678281784,0.1263308525085449,1292,63,596.2352941176471,10136,1292,normal
799,107.86.178.216:53133<-->232.103.245.202:443,14.862498998641968,0.0,0.644453376531601,15.466881036758425,1514,54,476.24,11906,54,normal
800,43.9.115.74:53134<-->96.149.202.15:443,14.88227081298828,0.0,0.9471965730190276,15.155145168304443,1514,54,424.1764705882353,7211,54,normal
801,114.0.107.189:443<-->191.113.43.245:56667,0.0219209194183349,0.0,0.0030028025309244,0.0450420379638671,1292,65,361.375,5782,73,normal
802,117.220.64.191:53145<-->4.50.18.133:443,3.554539918899536,0.0,0.2445407390594482,3.668111085891724,1514,54,343.3125,5493,54,normal
803,7.222.33.72:53146<-->115.138.116.66:443,14.837262868881226,0.0,0.8962125357459573,15.235613107681274,1514,54,395.8333333333333,7125,54,normal
804,120.94.90.102:53147<-->226.123.22.177:443,4.637551069259644,0.0,0.3178497866580361,6.0391459465026855,1514,54,313.7,6274,54,normal
805,247.91.188.17:53156<-->10.180.126.150:443,4.84905219078064,0.0,0.8769022997687844,14.907339096069336,571,54,84.05555555555556,1513,54,normal
806,57.25.90.102:53157<-->230.19.215.234:443,4.691422939300537,0.0,0.8685783498427447,14.76583194732666,571,54,84.05555555555556,1513,54,normal
807,116.82.42.245:53158<-->159.240.161.92:443,4.795366048812866,0.0,0.8732614096473245,14.845443964004517,571,54,84.05555555555556,1513,54,normal
808,216.151.222.34:53159<-->255.218.252.158:443,4.393249034881592,0.0,0.8491803477792179,14.436065912246704,571,54,84.05555555555556,1513,54,normal
809,81.128.179.186:53160<-->211.198.179.47:443,4.243921041488648,0.0,0.8411088831284467,14.298851013183594,571,54,84.05555555555556,1513,54,normal
810,67.238.110.64:53161<-->76.101.72.118:443,4.537441968917847,0.0,0.8579264107872459,14.58474898338318,571,54,84.05555555555556,1513,54,normal
811,172.52.154.126:53162<-->116.21.122.91:443,3.515362024307251,0.0,0.2422782739003499,3.634174108505249,1514,54,343.3125,5493,54,normal
812,86.142.145.199:53163<-->201.11.170.18:443,14.880275011062622,0.0,0.8907288803773767,15.142390966415403,1514,54,395.77777777777777,7124,54,normal
813,93.169.184.12:52290<-->224.167.6.108:443,0.0697951316833496,0.0,0.0133197837405734,0.2397561073303222,1292,63,297.7368421052632,5657,1292,normal
814,220.103.178.239:53178<-->26.217.127.207:443,4.85214376449585,0.0,0.3767754435539245,6.028407096862793,1514,54,327.6470588235294,5570,54,normal
815,134.230.141.147:53181<-->238.208.11.46:443,14.844486951828005,0.0,0.8673132128185697,15.611637830734251,1514,54,412.42105263157896,7836,54,normal
816,74.154.122.71:53182<-->171.150.158.56:443,14.879738092422484,0.0,0.9468642473220824,15.14982795715332,1514,54,415.8235294117647,7069,54,normal
817,223.67.1.35:53183<-->214.194.25.183:443,4.257286071777344,0.0,0.8420507627374986,14.314862966537476,571,54,84.05555555555556,1513,54,normal
818,119.142.104.15:53184<-->109.47.10.206:443,4.582335948944092,0.0,0.8629227105308982,14.669686079025269,571,54,84.05555555555556,1513,54,normal
819,104.74.197.113:53185<-->241.54.164.229:443,3.433850049972534,0.0,0.2406446615854899,3.6096699237823486,1514,54,343.25,5492,54,normal
820,129.143.6.11:53194<-->236.145.173.76:443,44.98961496353149,0.0,2.728771274740046,60.032968044281006,1274,54,287.2173913043478,6606,54,normal
821,43.118.152.43:53203<-->138.100.216.49:443,45.00922083854675,0.0,2.730728366158225,60.07602405548096,1274,54,316.0869565217391,7270,54,normal
822,197.109.91.86:53204<-->245.62.90.152:443,4.908994913101196,0.0,0.3540035977083094,6.01806116104126,1514,54,312.5,5625,54,normal
823,152.129.255.10:53205<-->137.119.178.58:443,7.7294230461120605,0.0,0.1835825554160184,7.894049882888794,1464,54,321.29545454545456,14137,54,normal
824,67.224.242.156:53206<-->226.125.191.101:443,7.610490083694458,0.0,0.3303555846214294,7.928534030914307,1514,54,268.4,6710,54,normal
825,34.163.48.147:53211<-->182.92.73.157:443,4.915169954299927,0.0,0.8812038197236902,14.980464935302734,571,54,84.05555555555556,1513,54,normal
826,12.50.174.229:53214<-->9.98.184.85:443,3.836042881011963,0.0,0.6300230026245117,10.080368041992188,571,54,85.82352941176471,1459,54,normal
827,215.84.61.23:53217<-->219.43.172.86:443,14.87626814842224,0.0,0.94815394282341,15.17046308517456,1514,54,415.1764705882353,7058,54,normal
828,247.86.183.40:53218<-->48.45.197.82:443,3.459066152572632,0.0,0.2389536698659261,3.584305047988892,1514,54,343.3125,5493,54,normal
829,190.79.150.57:53219<-->183.226.79.241:443,14.873578071594238,0.0,0.8917738830342012,15.16015601158142,1514,54,403.6111111111111,7265,54,normal
830,183.241.0.126:53220<-->44.254.212.218:443,4.7308189868927,0.0,0.8719704151153564,14.82349705696106,571,54,84.05555555555556,1513,54,normal
831,198.179.247.85:53221<-->149.65.86.229:443,4.22563910484314,0.0,0.840282117619234,14.284795999526978,571,54,84.05555555555556,1513,54,normal
832,104.13.159.16:53222<-->86.236.87.170:443,4.602028131484985,0.0,0.8626188250148997,14.664520025253296,571,54,84.05555555555556,1513,54,normal
833,249.234.134.128:53223<-->192.181.114.115:443,4.587436199188232,0.0,0.8617306597092572,14.649421215057371,571,54,84.05555555555556,1513,54,normal
834,111.14.241.152:53224<-->227.127.170.28:443,4.35906195640564,0.0,0.8475009974311379,14.407516956329346,571,54,84.05555555555556,1513,54,normal
835,136.41.75.192:53225<-->145.16.21.56:443,4.602008104324341,0.0,0.8625368230483111,14.663125991821287,571,54,84.05555555555556,1513,54,normal
836,172.5.206.36:53226<-->116.28.155.144:443,4.618971109390259,0.0,0.8638362323536593,14.685215950012209,571,54,84.05555555555556,1513,54,normal
837,9.39.161.207:53227<-->118.170.227.164:443,4.502152919769287,0.0,0.8562668211319867,14.556535959243774,571,54,84.05555555555556,1513,54,normal
838,192.174.159.181:53228<-->9.221.83.249:443,4.523296117782593,0.0,0.8587718851426068,14.599122047424316,571,54,84.05555555555556,1513,54,normal
839,181.158.55.67:53229<-->146.247.183.92:443,4.266217947006226,0.0,0.842317118364222,14.319391012191772,571,54,84.05555555555556,1513,54,normal
840,25.70.238.37:53230<-->196.147.238.93:443,58.30271792411804,0.0,3.2300433797656365,171.19229912757874,1514,54,304.6851851851852,16453,54,normal
841,15.74.31.184:53231<-->201.149.181.187:443,14.888967037200928,0.0,0.890612055273617,15.14040493965149,1514,54,395.8333333333333,7125,54,normal
842,115.172.143.98:53240<-->105.61.70.99:443,4.916313886642456,0.0,0.3310671133153579,5.628140926361084,1514,54,312.55555555555554,5626,54,normal
843,104.8.6.201:53241<-->57.11.61.0:443,45.00260782241821,0.0,1.64723025977427,532.0553739070892,1464,54,305.97222222222223,99135,54,normal
844,12.129.64.69:53242<-->198.134.4.238:443,4.930417060852051,0.0,0.3549309898825252,6.03382682800293,1514,54,312.55555555555554,5626,54,normal
845,174.135.166.233:53243<-->173.110.37.247:443,14.890780925750732,0.0,0.9464076310396194,15.142522096633911,1514,54,415.9411764705882,7071,54,normal
846,77.217.4.168:443<-->86.25.45.0:53244,45.012434005737305,0.0,3.4207077351483437,526.7889912128448,1464,54,248.74193548387095,38555,54,normal
847,121.207.229.53:53245<-->0.205.96.20:443,45.01521396636963,0.0,4.968201745231196,526.6293849945068,1464,54,254.19626168224295,27199,54,normal
848,192.50.189.187:53246<-->57.150.85.136:53,0.0214679241180419,0.000364065170288,0.0068042576313018,0.054434061050415,115,54,68.44444444444444,616,54,normal
849,196.8.39.102:53247<-->157.8.120.230:53,0.0202288627624511,0.0004580020904541,0.0068223774433135,0.0545790195465087,157,54,73.11111111111111,658,54,normal
850,27.67.64.214:53248<-->82.26.140.234:443,45.01187801361084,0.0,0.6159682955060687,60.36489295959473,1274,54,688.2727272727273,68139,1274,normal
851,26.217.60.183:53249<-->128.186.138.149:443,19.94405221939087,0.0,0.0192747080429956,148.20323014259338,1464,54,1316.6795838751625,10125266,1464,normal
852,52.178.106.70:53250<-->228.214.148.65:443,14.789156913757324,0.0,0.9180968228508444,15.607645988464355,1514,54,402.94444444444446,7253,54,normal
853,113.164.234.62:53251<-->86.28.28.80:443,4.913542032241821,0.0,0.3612971901893616,5.780755043029785,1514,54,327.7058823529412,5571,54,normal
854,167.128.175.247:53252<-->131.203.50.241:443,19.96280002593994,0.0,2.506612002849579,20.05289602279663,401,54,121.0,1089,54,normal
855,234.251.236.247:53253<-->21.184.188.216:443,14.87890100479126,0.0,0.891366117140826,15.153223991394045,1514,54,396.3888888888889,7135,54,normal
856,235.164.16.63:53254<-->36.2.206.132:443,60.00268483161926,0.0,3.6845270792643223,132.64297485351562,1514,54,160.7027027027027,5946,54,normal
857,201.241.141.103:443<-->218.26.134.108:53257,45.0145800113678,0.0,4.538590571336579,517.39932513237,1464,54,263.30434782608694,30280,54,normal
858,167.197.55.144:53258<-->113.89.214.166:443,4.907091856002808,0.0,0.3768319934606552,6.029311895370483,1514,54,327.7058823529412,5571,54,normal
859,68.110.72.185:53259<-->183.163.244.131:443,14.883616924285889,0.0,0.8426609436670939,15.16789698600769,1514,54,377.7368421052632,7177,54,normal
860,234.183.189.45:53260<-->1.184.79.90:443,4.923875093460083,0.0,0.3758052587509155,6.012884140014648,1514,54,327.6470588235294,5570,54,normal
861,174.228.100.58:53261<-->3.148.223.20:443,14.853020906448364,0.0,0.8420206043455336,15.156370878219604,1514,54,385.2105263157895,7319,54,normal
862,4.118.153.247:53262<-->76.187.134.26:443,14.860587120056152,0.0,0.8952219906975242,15.21877384185791,1514,54,395.77777777777777,7124,54,normal
863,163.118.160.98:53263<-->141.113.55.97:443,4.91203498840332,0.0,0.376166507601738,6.018664121627808,1514,54,327.7058823529412,5571,54,normal
864,120.61.245.97:53266<-->88.35.141.48:443,4.916759967803955,0.0,0.37699756026268,6.031960964202881,1514,54,327.6470588235294,5570,54,normal
865,117.67.20.147:53267<-->84.210.112.185:443,4.9218080043792725,0.0,0.3033280092127183,5.156576156616211,1514,54,312.5,5625,54,normal
866,82.185.58.67:53276<-->198.86.49.50:443,29.948875188827515,0.0,1.3404280828393025,30.829845905303955,1514,54,351.0416666666667,8425,54,normal
867,132.46.188.169:53277<-->164.250.12.204:443,29.954715967178345,0.0,1.284566909074783,30.8296058177948,1514,54,339.4,8485,54,normal
868,84.21.21.184:53278<-->155.209.0.22:443,14.886605978012083,0.0,0.8955284146701589,15.2239830493927,1514,54,395.77777777777777,7124,54,normal
869,45.116.17.70:51937<-->45.17.240.115:443,0.3090832233428955,0.0,0.0294817090034484,0.5896341800689697,1292,63,271.1904761904762,5695,63,normal
870,178.132.226.144:53289<-->218.92.59.141:443,4.907131910324097,0.0,0.376823365688324,6.029173851013184,1514,54,327.6470588235294,5570,54,normal
871,225.34.201.220:53294<-->211.194.198.157:443,14.86384105682373,0.0,0.8934915907242719,15.189357042312622,1514,54,395.77777777777777,7124,54,normal
872,67.136.250.194:53297<-->51.96.90.254:443,14.857685089111328,0.0,0.8914306444280288,15.15432095527649,1514,54,403.6111111111111,7265,54,normal
873,114.156.206.242:53306<-->6.54.24.124:443,45.01344108581543,0.0,2.858246337799799,60.023173093795776,1274,54,283.1363636363636,6229,54,normal
874,65.164.91.119:53313<-->220.33.106.144:443,4.914941072463989,0.0,0.3545098725487204,6.026667833328247,1514,54,312.55555555555554,5626,54,normal
875,211.187.115.203:53316<-->9.93.84.35:443,45.00248193740845,0.0,2.610487481822138,60.04121208190918,1274,54,305.1666666666667,7324,54,normal
876,38.224.191.199:53333<-->39.150.124.192:443,45.00842595100403,0.0,6.440913092295329,483.06848192214966,1514,54,134.93421052631578,10255,54,normal
877,10.129.0.97:53342<-->230.136.153.157:443,14.867187976837158,0.0,0.9471147507429124,15.153836011886597,1514,54,415.11764705882354,7057,54,normal
878,41.86.219.165:53343<-->143.5.14.18:443,4.900395154953003,0.0,0.376619815826416,6.025917053222656,1514,54,327.7058823529412,5571,54,normal
879,163.69.98.188:53344<-->167.81.214.241:443,14.881699085235596,0.0,0.8920134095584645,15.164227962493896,1514,54,395.8333333333333,7125,54,normal
880,226.225.253.242:53345<-->120.97.61.94:443,4.921230792999268,0.0,0.3759728670120239,6.015565872192383,1514,54,327.7058823529412,5571,54,normal
881,142.170.167.251:53346<-->11.150.244.64:443,14.862243890762327,0.0,0.8950048895443187,15.215083122253418,1514,54,403.6111111111111,7265,54,normal
882,233.21.62.193:53355<-->159.221.252.128:443,4.968104839324951,0.0,0.3761539310216903,6.018462896347046,1514,54,327.6470588235294,5570,54,normal
883,166.255.153.142:53356<-->8.63.150.94:443,14.926772117614746,0.0,0.8015327328129819,15.229121923446655,1514,54,361.65,7233,54,normal
884,42.242.27.204:53357<-->202.112.35.190:443,4.914921998977661,0.0,0.3770214468240738,6.032343149185181,1514,54,327.7647058823529,5572,54,normal
885,105.25.12.75:53358<-->190.188.184.87:443,14.80098795890808,0.0,0.9459841251373292,15.135746002197266,1514,54,415.1764705882353,7058,54,normal
886,169.97.213.65:53359<-->122.9.228.69:443,14.545150995254517,0.0,0.689010500907898,15.158231019973757,1514,54,521.8695652173913,12003,54,normal
887,58.114.9.39:53360<-->130.64.94.157:443,4.927669048309326,0.0,0.3768551796674728,6.029682874679565,1514,54,327.6470588235294,5570,54,normal
888,79.126.59.206:53369<-->107.77.210.177:443,29.959857940673828,0.0,1.353675137395444,31.13452816009521,1514,54,307.0416666666667,7369,54,normal
889,128.220.151.118:53370<-->9.228.249.206:443,14.88024115562439,0.0,0.7579355001449585,15.15871000289917,1514,54,556.1428571428571,11679,54,normal
890,213.104.216.132:53371<-->223.48.213.86:443,4.92958402633667,0.0,0.3948544263839721,6.317670822143555,1514,54,327.7058823529412,5571,54,normal
891,113.193.63.252:443<-->58.244.68.78:62072,0.0320792198181152,0.0,0.004295269648234,0.0644290447235107,1292,65,363.6875,5819,1292,normal
892,98.57.188.29:53388<-->122.2.14.249:443,29.95716905593872,0.0,1.5451074781871976,32.44725704193115,1514,54,405.8636363636364,8929,54,normal
893,218.44.67.214:53389<-->105.158.107.37:53,0.0164999961853027,0.0,0.0053681135177612,0.0429449081420898,150,54,70.88888888888889,638,54,normal
894,238.103.54.129:53390<-->94.67.154.199:53,0.0139229297637939,0.0,0.0047502517700195,0.0380020141601562,147,54,70.55555555555556,635,54,normal
895,215.100.235.77:53391<-->124.48.237.114:443,14.875119924545288,0.0,0.8588392204708524,15.459105968475342,1514,54,377.8421052631579,7179,54,normal
896,40.97.219.67:53392<-->225.132.120.101:443,2.3790650367736816,0.0,0.2578251997629801,3.867377996444702,1514,54,417.6875,6683,54,normal
897,201.219.242.220:53393<-->100.22.114.175:443,4.921504020690918,0.0,0.3741589337587356,5.9865429401397705,1514,54,327.7058823529412,5571,54,normal
898,248.250.248.23:53394<-->17.116.209.92:53,0.0213079452514648,0.0,0.006714254617691,0.0537140369415283,150,54,70.88888888888889,638,54,normal
899,180.63.248.194:53395<-->46.121.45.143:53,0.0207769870758056,0.0,0.0061122477054595,0.0488979816436767,147,54,70.55555555555556,635,54,normal
900,125.73.76.156:53396<-->184.98.22.26:443,45.01247787475586,0.0,1.0435003976260917,443.48766899108887,1274,54,440.0868544600939,187477,54,normal
901,100.155.49.145:53399<-->214.102.7.140:443,45.01122212409973,0.0,0.0603618679881585,441.2452549934387,1514,54,1212.2721925865137,8862922,1514,normal
